userid,date.crea,score,n.matches,n.updates.photo,n.photos,last.connex,last.up.photo,last.pr.update,gender,sent.ana,length.prof,voyage,laugh,photo.elevator,photo.beach,Country
228,10/28/2013,2.241689592,34,2,1,12/5/2013,11/13/2013,NA,0,4.428291198,7.515610227,0,1,1,0,England
229,2/24/2019,0.62830453,4,0,4,3/24/2019,3/15/2019,NA,1,3.210750665,0,0,1,0,0,France
230,9/23/2015,3.658243005,33,6,4,11/14/2015,10/20/2015,NA,0,5.90449461,46.96691242,0,0,0,0,Germany
231,8/1/2018,1.489493448,18,0,1,9/8/2018,8/23/2018,NA,0,3.867511427,43.05635452,0,0,1,0,England
232,9/9/2013,1.404996684,11,0,2,12/4/2013,10/20/2013,NA,0,6.64285327,33.88738874,0,0,0,0,France
233,6/9/2011,2.170497487,11,1,4,7/16/2011,7/14/2011,NA,1,3.157550976,0,0,0,0,1,Germany
234,11/3/2009,2.523841589,22,1,5,12/20/2009,11/17/2009,NA,0,5.954731569,0,0,0,0,0,England
235,3/21/2015,1.517126761,14,3,2,4/8/2015,3/31/2015,NA,1,0.116679599,0,1,0,0,0,France
236,1/7/2016,1.090682285,7,4,2,2/20/2016,1/22/2016,NA,0,2.037250218,32.87469113,0,0,0,0,Germany
237,10/17/2018,0.957730317,7,2,5,11/21/2018,10/22/2018,NA,0,2.759239286,20.40453356,1,0,0,0,England
238,3/16/2016,4.485291582,26,4,2,3/26/2016,3/25/2016,NA,1,8.563369433,11.56069538,0,0,0,1,France
239,8/9/2012,1.227790577,9,1,5,10/1/2012,8/28/2012,NA,0,5.209198935,27.47913724,0,0,0,0,Germany
240,5/5/2017,2.222388505,22,2,9,5/23/2017,5/11/2017,NA,1,8.328552413,0,1,0,0,0,England
241,5/27/2018,1.295254912,9,1,4,6/18/2018,6/14/2018,NA,1,3.124888011,28.93956505,0,0,0,0,France
242,10/10/2018,2.832970588,25,1,3,11/28/2018,10/19/2018,NA,0,4.594687818,44.64956186,0,0,0,0,Germany
243,1/21/2018,1.053137827,12,3,3,3/9/2018,2/16/2018,NA,0,6.337215087,0,0,0,1,0,England
244,1/30/2011,1.478424555,11,0,2,2/26/2011,2/17/2011,NA,1,6.727969137,0,0,0,0,0,France
245,4/25/2019,3.0347654,17,0,4,6/1/2019,5/28/2019,NA,1,2.783137231,0,0,0,0,1,Germany
246,7/22/2016,1.639138739,24,2,4,9/22/2016,8/4/2016,NA,0,6.937240859,0,0,1,1,0,England
247,5/23/2014,0.860879638,5,2,5,6/28/2014,6/28/2014,NA,1,3.376428028,38.51740943,0,0,0,0,France
248,1/6/2015,3.333819611,30,3,2,2/3/2015,1/31/2015,NA,1,8.146181858,0,0,0,0,0,Germany
249,7/16/2011,3.436490392,41,2,3,9/17/2011,8/17/2011,NA,0,9.951559577,0,1,1,0,0,England
250,8/11/2019,1.640596891,13,4,3,9/9/2019,8/15/2019,NA,0,2.283212782,21.29924144,0,0,0,0,France
251,10/22/2019,0.891775214,7,0,4,11/11/2019,11/11/2019,NA,1,3.93571521,27.21435342,1,0,1,0,Germany
252,11/20/2013,3.067753686,27,3,4,12/14/2013,12/6/2013,NA,1,1.890065463,0,0,0,0,0,England
253,9/24/2013,1.004236406,9,1,1,10/23/2013,10/12/2013,NA,0,2.603300178,0,0,0,0,1,France
254,3/3/2013,0.974806373,6,2,7,3/27/2013,4/5/2013,NA,1,0.96521628,22.85573349,0,0,0,0,Germany
255,3/18/2018,1.587144638,8,2,6,4/22/2018,4/13/2018,NA,1,2.415081173,0,0,0,1,1,England
256,3/29/2019,1.410898098,12,2,3,5/28/2019,5/8/2019,NA,0,6.729360807,14.12918798,1,0,0,0,France
257,9/6/2018,2.231927155,21,5,3,10/9/2018,9/15/2018,NA,0,5.965003618,0,1,0,0,0,Germany
258,9/23/2011,1.847202891,15,2,2,11/5/2011,10/20/2011,NA,0,2.258751803,30.07772899,0,0,0,0,England
259,6/16/2016,3.91515824,36,3,3,7/10/2016,6/30/2016,NA,1,6.193324321,0,0,0,0,0,France
260,8/23/2014,1.78067043,14,0,6,9/5/2014,8/29/2014,NA,1,7.51072222,0,0,0,0,0,Germany
261,7/16/2012,1.168492661,9,4,3,8/21/2012,8/9/2012,NA,0,3.565248594,0,1,0,0,0,England
262,11/4/2011,3.11272855,31,1,4,12/27/2011,11/22/2011,NA,0,12.71412148,0,1,0,0,0,France
263,11/20/2013,1.139067605,8,4,3,1/18/2014,12/30/2013,NA,0,4.525364657,19.71814469,0,0,0,0,Germany
264,5/19/2015,3.17755719,28,3,5,6/25/2015,6/24/2015,NA,1,5.297026039,39.89095495,0,0,0,0,England
265,4/15/2010,1.701185746,16,6,4,5/10/2010,5/13/2010,NA,1,6.508670442,28.02543531,1,0,0,0,France
266,6/26/2015,3.457399696,33,1,4,7/29/2015,7/24/2015,NA,1,6.651681224,0,0,0,1,0,Germany
267,4/1/2018,2.036454506,17,4,5,6/23/2018,4/30/2018,NA,0,7.170851507,14.12304187,0,0,0,0,England
268,2/24/2019,2.245042052,22,1,4,3/27/2019,3/24/2019,NA,1,7.369920386,31.17317215,0,1,0,0,France
269,9/22/2010,2.374223324,20,1,2,11/6/2010,10/3/2010,NA,0,8.114968622,0,0,0,0,0,Germany
270,7/19/2017,0.763676278,9,2,5,9/10/2017,8/1/2017,NA,0,7.779721113,0,1,0,1,0,England
271,4/5/2010,1.099739712,9,3,7,5/1/2010,4/29/2010,NA,1,8.465278135,37.6540181,1,0,0,0,France
272,1/23/2010,1.176846322,8,2,3,2/18/2010,2/15/2010,NA,0,4.919286451,9.644562651,0,0,0,0,Germany
273,3/12/2012,2.886240733,25,2,3,3/23/2012,3/14/2012,NA,1,8.310316642,0,0,0,0,0,England
274,5/25/2009,1.029789291,7,0,1,7/26/2009,6/11/2009,NA,0,3.681320059,33.32420245,0,0,0,0,France
275,12/20/2019,0.59948279,5,0,3,1/16/2020,12/20/2019,NA,0,7.631754161,28.16092669,0,0,1,0,Germany
276,1/5/2014,1.136971035,8,1,5,1/30/2014,1/23/2014,NA,1,2.831599578,0,0,0,0,0,England
277,2/23/2012,1.49782435,18,1,1,4/23/2012,3/22/2012,NA,0,7.373903944,33.57377447,0,0,1,0,France
278,3/15/2019,1.288021561,9,2,6,3/8/2019,3/15/2019,NA,1,4.364261919,49.67261894,0,0,0,0,Germany
279,12/20/2013,1.467982615,14,1,4,3/7/2014,1/22/2014,NA,0,3.125553172,40.82386145,0,1,0,0,England
280,1/13/2014,1.491426546,11,2,7,2/9/2014,2/9/2014,NA,1,-0.846994716,0,0,0,0,0,France
281,8/29/2018,1.622742046,9,2,5,9/17/2018,9/17/2018,NA,1,4.648840668,0,0,1,0,1,Germany
282,12/16/2013,1.468104599,17,2,4,2/8/2014,1/3/2014,NA,0,8.760971815,32.154241,0,0,1,0,England
283,4/27/2014,1.922663567,16,0,3,6/21/2014,5/14/2014,NA,0,3.56962535,15.66468019,0,0,0,0,France
284,5/29/2010,1.584110187,15,2,5,6/16/2010,6/14/2010,NA,1,2.011710145,0,1,0,0,0,Germany
285,7/4/2017,4.204104808,39,3,5,8/8/2017,8/7/2017,NA,1,5.45743976,38.31268574,0,0,0,0,England
286,11/19/2019,2.741742309,25,2,4,12/18/2019,12/21/2019,NA,1,4.013915691,0,0,0,1,0,France
287,4/21/2013,1.304294238,5,0,3,5/6/2013,5/1/2013,NA,1,4.615280545,20.87603812,0,0,0,1,Germany
288,7/7/2014,3.193626157,34,1,6,8/22/2014,8/5/2014,NA,0,6.749889388,24.84464392,0,1,0,0,England
289,11/6/2011,0.89179718,7,1,3,1/4/2012,11/26/2011,NA,0,4.030389577,0,0,1,0,0,France
290,1/30/2013,2.61546941,23,4,4,3/14/2013,2/26/2013,NA,0,6.703386278,46.17001295,0,0,0,0,Germany
291,6/24/2016,1.794324177,8,1,4,7/22/2016,7/21/2016,NA,1,2.397003363,42.5391183,0,0,0,1,England
292,9/27/2015,1.749688129,8,0,3,10/16/2015,10/13/2015,NA,1,6.455508605,0,0,0,0,1,France
293,1/31/2018,2.349945334,17,1,1,2/11/2018,2/4/2018,NA,1,3.661240045,20.82727708,1,1,0,1,Germany
294,3/4/2014,1.404161255,6,0,6,3/27/2014,3/27/2014,NA,1,5.952553534,0,0,0,0,1,England
295,3/31/2013,2.721929311,24,2,3,5/31/2013,4/18/2013,NA,0,5.033919261,24.53895292,0,0,0,0,France
296,8/5/2019,0.900038395,7,0,4,8/22/2019,8/19/2019,NA,1,3.854414816,0,0,1,0,0,Germany
297,10/21/2017,1.536578014,12,5,3,12/21/2017,11/9/2017,NA,0,9.40211674,0,0,0,0,0,England
298,11/9/2013,1.227422507,9,3,2,11/14/2013,11/13/2013,NA,1,5.343771054,16.48994331,0,0,0,0,France
299,12/19/2019,1.590301857,15,3,6,1/13/2020,1/7/2020,NA,1,8.241547131,0,1,0,0,0,Germany
300,8/3/2016,1.17961774,5,2,3,8/21/2016,8/17/2016,NA,1,3.456595313,0,0,1,0,1,England
301,1/26/2014,3.393264291,22,0,4,2/4/2014,2/2/2014,NA,1,2.505729356,49.9829829,0,1,0,1,France
302,9/15/2017,4.972436363,30,2,5,10/17/2017,10/17/2017,NA,1,6.330518594,20.79422922,0,0,0,1,Germany
303,8/12/2015,2.773170586,28,1,3,8/31/2015,8/22/2015,NA,1,5.195878445,0,1,0,0,0,England
304,2/4/2017,2.722920268,17,2,4,2/21/2017,2/16/2017,NA,1,5.327841134,24.45812655,1,0,0,1,France
305,12/8/2009,1.514725282,15,0,3,12/23/2009,12/16/2009,NA,1,6.630935569,26.03673906,0,1,1,0,Germany
306,3/17/2017,2.492738622,21,3,3,4/22/2017,4/10/2017,NA,0,5.778148425,20.04003992,0,0,0,0,England
307,2/3/2010,3.765040052,39,4,1,2/24/2010,2/18/2010,NA,1,11.95557269,0,0,1,0,0,France
308,12/14/2015,1.05390345,7,3,4,1/2/2016,12/29/2015,NA,1,4.315764201,0,0,0,0,0,Germany
309,8/30/2016,3.772159433,39,2,5,10/18/2016,10/9/2016,NA,1,6.211557455,0,1,0,0,0,England
310,4/16/2009,2.840178304,25,3,6,5/14/2009,4/26/2009,NA,0,4.648852163,0,0,0,0,0,France
311,10/19/2011,0.720823906,5,0,4,12/27/2011,11/18/2011,NA,0,5.040595565,0,1,0,0,0,Germany
312,10/9/2015,0.869719485,5,0,3,11/18/2015,10/12/2015,NA,0,4.87349158,0,0,0,0,0,England
313,1/24/2011,1.634267568,13,2,3,4/8/2011,2/19/2011,NA,0,6.873181564,0,0,0,0,0,France
314,6/17/2018,1.211418931,12,2,3,8/16/2018,7/29/2018,NA,0,2.766898015,0,0,0,0,1,Germany
315,3/4/2017,1.766934152,16,1,1,4/21/2017,3/23/2017,NA,0,1.095570804,16.13303076,1,0,0,0,England
316,4/8/2019,2.805125504,26,5,2,4/28/2019,4/25/2019,NA,1,6.5375552,0,0,0,1,0,France
317,2/10/2014,1.599220309,7,1,3,3/7/2014,3/3/2014,NA,1,7.375079547,0,0,0,0,1,Germany
318,11/8/2014,1.674828181,13,2,2,12/13/2014,12/9/2014,NA,1,6.121905166,31.62085501,0,0,0,0,England
319,7/21/2010,1.343995857,10,1,5,8/2/2010,7/30/2010,NA,1,2.190120279,31.12381602,0,0,0,0,France
320,6/21/2015,2.838708175,25,5,4,6/28/2015,6/21/2015,NA,1,7.637377094,0,0,0,0,0,Germany
321,8/2/2012,0.950369248,10,1,5,9/6/2012,8/20/2012,NA,0,4.485756543,31.87417177,1,0,0,1,England
322,7/28/2013,2.993566148,26,2,8,8/20/2013,8/3/2013,NA,1,4.979904711,26.72078408,0,0,0,0,France
323,5/16/2018,1.358544182,10,1,5,6/6/2018,6/6/2018,NA,2,5.452390622,26.6448661,0,0,0,0,Germany
324,5/26/2014,2.850456689,28,3,2,7/14/2014,6/8/2014,NA,0,3.206143497,0,1,0,0,0,England
325,1/28/2019,3.529430631,32,3,5,2/26/2019,2/19/2019,NA,1,6.731862238,0,0,0,0,0,France
326,1/14/2013,2.096654015,17,2,4,2/11/2013,2/18/2013,NA,1,5.657148353,18.66278231,0,0,0,0,Germany
327,11/4/2011,0.944659433,7,1,5,12/14/2011,11/14/2011,NA,0,2.693342781,32.16636681,1,0,0,0,England
328,3/20/2016,1.523021334,14,3,3,4/23/2016,4/14/2016,NA,1,0.781491635,0,1,0,0,0,France
329,8/7/2011,0.681945306,3,1,3,8/25/2011,8/14/2011,NA,0,3.126177291,0,0,0,0,0,Germany
330,11/1/2010,1.830399195,17,5,4,12/8/2010,12/3/2010,NA,1,2.585163769,22.38926371,1,0,0,0,England
331,5/17/2013,0.820335413,6,1,5,6/13/2013,6/14/2013,NA,1,7.620452698,34.98592,1,0,0,0,France
332,6/7/2016,5.979576745,42,4,10,7/2/2016,6/25/2016,NA,1,7.426031301,31.0879247,0,1,0,1,Germany
333,1/18/2015,3.537366918,32,1,6,2/27/2015,2/1/2015,NA,0,4.157331332,39.58543162,0,0,0,0,England
334,3/18/2018,0.892348208,5,0,6,5/6/2018,3/29/2018,NA,0,3.08630799,30.99195593,0,0,0,0,France
335,10/30/2010,0.893231988,5,2,1,12/29/2010,12/3/2010,NA,0,4.567045207,14.07788744,0,0,0,0,Germany
336,9/8/2010,1.680109787,13,1,3,9/25/2010,9/20/2010,NA,1,2.261950071,0,0,0,0,0,England
337,2/3/2014,1.700422308,14,1,4,4/4/2014,3/12/2014,NA,0,4.550842549,30.84981268,0,0,0,0,France
338,5/19/2009,3.645264425,33,4,2,6/21/2009,6/17/2009,NA,2,8.231348639,0,0,0,0,0,Germany
339,11/28/2014,0.845514839,5,1,3,1/23/2015,12/30/2014,NA,0,6.425602292,33.39496258,0,0,0,0,England
340,12/8/2018,2.360550893,20,4,2,1/6/2019,12/25/2018,NA,0,2.163675832,30.41183923,0,0,0,0,France
341,2/13/2012,1.620055563,17,2,3,3/30/2012,3/1/2012,NA,0,7.858549301,31.37521959,0,0,0,1,Germany
342,6/16/2018,2.364042539,41,4,2,8/19/2018,7/24/2018,NA,0,6.585983008,22.47525261,1,1,1,0,England
343,6/16/2015,2.663833764,35,3,3,7/6/2015,7/5/2015,NA,0,8.59902027,16.66124487,0,0,1,0,France
344,9/25/2009,0.902851672,6,5,3,10/24/2009,9/30/2009,NA,0,5.359217797,44.20954156,0,0,0,0,Germany
345,6/30/2013,1.625600858,13,0,2,8/25/2013,7/8/2013,NA,0,3.703021339,0,0,0,0,0,England
346,5/4/2013,1.745216259,10,0,5,5/22/2013,5/21/2013,NA,1,3.973377661,37.47764196,1,0,1,1,France
347,7/25/2012,0.972716779,9,2,5,8/8/2012,8/2/2012,NA,1,1.791739988,0,1,1,0,0,Germany
348,4/5/2014,3.598652127,32,3,4,5/9/2014,5/3/2014,NA,1,7.959617956,18.25961608,0,0,0,0,England
349,1/24/2017,2.882124293,25,3,4,3/29/2017,2/25/2017,NA,0,7.081010973,21.37702622,0,0,0,0,France
350,12/15/2017,2.772635528,24,5,4,1/6/2018,1/4/2018,NA,1,2.491418649,40.64566511,0,0,0,0,Germany
351,1/1/2018,1.481466,8,1,4,2/20/2018,2/19/2018,NA,1,1.864542082,0,0,1,0,1,England
352,7/17/2012,0.891600004,7,4,1,8/7/2012,8/2/2012,NA,1,4.685010839,0,1,0,0,0,France
353,9/21/2019,1.14850131,8,4,2,11/1/2019,10/3/2019,NA,0,3.996043977,30.16642423,0,0,0,0,Germany
354,6/17/2019,0.942258727,6,1,3,7/24/2019,6/22/2019,NA,0,4.935123186,0,0,0,0,0,England
355,11/8/2010,2.992390659,16,2,2,12/5/2010,12/5/2010,NA,1,2.958923678,26.02101103,0,0,0,1,France
356,10/19/2015,2.066272352,17,1,2,11/22/2015,11/14/2015,NA,1,4.384264711,0,0,0,0,0,Germany
357,4/17/2009,0.695552946,6,1,3,6/21/2009,5/13/2009,NA,0,2.956929634,28.88611799,1,0,0,1,England
358,1/14/2016,1.115885616,9,1,3,2/25/2016,2/23/2016,NA,1,9.300807331,38.63172687,1,0,0,0,France
359,3/14/2011,1.458460092,11,2,3,5/6/2011,4/6/2011,NA,0,6.747920985,0,0,0,0,0,Germany
360,2/11/2015,4.55767815,31,2,3,3/7/2015,2/24/2015,NA,1,11.26477887,0,1,0,0,1,England
361,7/23/2016,2.185127117,18,2,1,9/18/2016,8/15/2016,NA,0,5.07072931,0,0,0,0,0,France
362,2/6/2010,1.01364939,8,0,2,3/1/2010,3/2/2010,NA,1,2.418642506,0,0,1,0,0,Germany
363,10/30/2011,2.900356327,26,4,4,11/21/2011,11/19/2011,NA,1,8.336636281,0,0,0,0,0,England
364,8/18/2012,2.946458446,26,2,1,9/15/2012,8/29/2012,NA,0,3.96865197,22.13463049,0,0,0,0,France
365,8/6/2015,1.937046361,24,2,2,10/11/2015,9/13/2015,NA,0,7.44749139,19.41360192,0,0,1,0,Germany
366,5/31/2016,0.925295623,7,3,2,6/16/2016,6/7/2016,NA,1,3.967949832,0,1,0,0,0,England
367,9/17/2012,2.850736291,16,5,5,9/25/2012,9/18/2012,NA,1,3.878193376,24.81507781,0,0,0,1,France
368,5/7/2019,2.342286426,24,2,3,7/11/2019,6/7/2019,NA,0,4.078305383,19.33476219,0,1,0,0,Germany
369,3/6/2016,1.363540061,10,4,4,4/9/2016,3/6/2016,NA,0,1.506607215,27.60692205,0,0,0,0,England
370,5/17/2013,0.920001961,6,5,5,6/10/2013,6/7/2013,NA,1,2.539022752,38.80406453,0,0,0,0,France
371,1/31/2012,3.106737462,32,3,3,2/25/2012,2/20/2012,NA,1,5.329151585,28.15913507,0,1,0,0,Germany
372,4/8/2010,1.459092756,17,2,3,6/11/2010,4/25/2010,NA,0,5.485148988,10.70628701,0,0,1,0,England
373,4/5/2018,1.067366423,12,4,2,5/11/2018,4/10/2018,NA,0,3.505707416,16.22457102,0,0,1,0,France
374,7/26/2011,1.787956545,14,1,4,8/20/2011,8/10/2011,NA,1,5.117492451,0,0,0,0,0,Germany
375,4/15/2011,0.754287806,7,2,4,6/6/2011,4/27/2011,NA,0,5.232732362,16.30049849,0,0,1,0,England
376,1/27/2014,2.128920329,18,3,3,3/13/2014,2/10/2014,NA,0,6.112261888,0,0,0,0,0,France
377,12/27/2015,1.739530195,14,0,2,3/7/2016,1/30/2016,NA,0,4.259772103,0,0,0,0,0,Germany
378,10/26/2017,1.389356401,10,2,3,11/30/2017,10/30/2017,NA,0,7.250500305,33.41108766,0,0,0,0,England
379,3/23/2014,2.541544895,22,1,6,4/18/2014,4/10/2014,NA,1,6.710077613,49.23353085,0,0,0,0,France
380,2/24/2019,2.669318687,23,2,3,4/1/2019,3/2/2019,NA,0,3.042587864,40.8434364,0,0,0,0,Germany
381,11/9/2015,1.991388291,20,3,3,12/30/2015,12/11/2015,NA,0,3.648382152,33.31800794,0,1,0,0,England
382,4/29/2019,1.387403275,12,4,7,5/25/2019,5/23/2019,NA,1,5.054544704,0,1,0,0,0,France
383,8/29/2018,2.669548045,31,3,5,10/14/2018,9/3/2018,NA,0,4.658237732,24.73905927,1,1,0,0,Germany
384,7/2/2017,1.210913577,17,1,1,8/24/2017,8/1/2017,NA,0,6.502364511,39.85779338,0,1,1,0,England
385,9/13/2017,1.304540411,10,2,2,9/26/2017,9/18/2017,NA,0,5.312425356,19.76050592,0,0,0,0,France
386,3/2/2012,2.65492799,27,2,5,4/5/2012,3/30/2012,NA,1,6.014590285,0,0,1,0,0,Germany
387,5/24/2009,1.562816318,14,2,3,6/17/2009,6/1/2009,NA,0,4.773698152,45.44005666,1,0,0,0,England
388,5/23/2016,1.407983172,11,4,5,7/24/2016,7/8/2016,NA,0,6.294867433,41.99411369,0,0,0,0,France
389,12/18/2014,1.047178131,7,2,5,2/18/2015,1/5/2015,NA,0,2.20308517,0,0,0,0,0,Germany
390,5/14/2013,1.049350588,10,2,4,6/21/2013,5/29/2013,NA,0,8.629527873,33.15786647,1,1,0,0,England
391,4/24/2012,1.631997742,13,0,5,5/23/2012,5/10/2012,NA,0,7.48147381,16.99369669,0,0,0,0,France
392,10/17/2015,1.239784704,16,3,2,12/18/2015,11/15/2015,NA,0,4.206973531,28.67537316,1,0,1,0,Germany
393,6/13/2011,3.57366006,32,3,3,7/8/2011,7/2/2011,NA,1,4.159985174,0,0,0,0,0,England
394,2/12/2016,2.096851119,20,0,4,3/15/2016,3/18/2016,NA,1,6.920215805,23.50296955,0,1,0,0,France
395,1/6/2017,1.261698977,11,0,5,1/28/2017,1/24/2017,NA,1,6.37412615,26.65299462,1,0,0,0,Germany
396,1/16/2012,5.460840887,51,2,1,2/13/2012,1/30/2012,NA,0,10.76499008,0,0,0,0,0,England
397,8/3/2013,2.21358771,19,2,2,10/14/2013,9/8/2013,NA,0,3.971031237,30.73273947,0,0,0,0,France
398,8/16/2010,2.449754216,21,1,4,9/27/2010,8/27/2010,NA,0,4.250618796,8.433050873,0,0,0,0,Germany
399,2/20/2016,1.14483049,11,2,6,4/17/2016,3/18/2016,NA,0,2.399418922,44.25625697,0,0,0,1,England
400,11/4/2010,2.313923228,27,2,3,11/28/2010,11/6/2010,NA,0,7.690909108,0,1,1,0,0,France
401,8/30/2015,2.315472507,23,0,5,9/16/2015,9/7/2015,NA,1,3.803022604,18.12391839,1,0,0,0,Germany
402,8/24/2011,0.926057286,12,1,1,10/12/2011,9/19/2011,NA,0,3.320763159,0,0,1,1,0,England
403,1/23/2019,2.733689509,17,4,7,2/4/2019,1/23/2019,NA,1,2.845872965,25.04529133,1,0,0,1,France
404,10/7/2016,1.273326988,6,5,2,10/28/2016,10/26/2016,NA,1,-1.140671896,34.43769249,0,1,0,1,Germany
405,3/2/2015,1.281233133,14,1,7,4/10/2015,4/10/2015,NA,1,3.725755021,20.52933996,1,1,1,0,England
406,10/25/2015,3.059323896,27,3,10,11/16/2015,11/13/2015,NA,1,4.00500819,23.86142857,0,0,0,0,France
407,3/27/2016,1.300855057,10,2,2,5/1/2016,4/13/2016,NA,0,4.03392639,6.193749173,0,0,0,0,Germany
408,7/1/2019,4.100012015,24,2,5,7/17/2019,7/13/2019,NA,1,5.901685337,53.60814074,0,0,0,1,England
409,5/11/2015,4.728351602,28,4,7,5/23/2015,5/24/2015,NA,1,5.963873729,16.49839036,0,0,0,1,France
410,3/15/2011,1.974486086,16,0,6,3/30/2011,3/26/2011,NA,1,4.489123485,24.77099133,0,0,0,0,Germany
411,5/12/2011,1.273376325,9,1,1,7/22/2011,6/16/2011,NA,0,4.684558752,22.54441558,0,0,0,0,England
412,5/30/2012,2.415058592,24,1,4,6/3/2012,5/30/2012,NA,1,5.278647518,0,0,1,0,0,France
413,4/4/2016,0.529102529,4,3,3,5/30/2016,4/28/2016,NA,0,1.425207172,0,0,1,0,1,Germany
414,10/30/2009,0.738363841,5,4,2,12/9/2009,12/9/2009,NA,1,1.445457551,30.03447686,0,1,0,0,England
415,8/18/2014,1.330896325,16,2,2,10/4/2014,9/9/2014,NA,0,7.875163906,25.39189399,0,0,1,0,France
416,3/12/2014,2.492900501,29,2,6,4/13/2014,4/9/2014,NA,1,6.555257857,15.95982298,1,1,0,0,Germany
417,10/3/2011,0.66620006,4,0,1,11/10/2011,11/2/2011,NA,1,4.79107092,0,0,1,0,0,England
418,4/17/2017,1.137443676,8,0,3,5/16/2017,4/23/2017,NA,0,4.688619412,37.06943126,0,0,0,0,France
419,5/7/2009,0.719054786,5,0,3,6/15/2009,5/29/2009,NA,0,6.070601836,39.84478958,0,1,0,0,Germany
420,10/17/2009,1.640057877,16,1,5,12/26/2009,11/25/2009,NA,0,9.529948417,26.22254136,0,1,0,0,England
421,1/4/2018,1.001261238,11,3,3,2/11/2018,1/26/2018,NA,0,4.546249954,0,0,0,1,0,France
422,1/14/2011,2.866290287,18,2,4,2/16/2011,1/31/2011,NA,1,4.362092522,0,1,0,0,1,Germany
423,6/4/2016,2.088030874,26,3,3,7/18/2016,7/1/2016,NA,0,3.497446719,38.41780742,0,0,1,0,England
424,12/18/2014,1.397814939,10,1,3,2/8/2015,1/25/2015,NA,0,1.335531028,38.96934418,0,0,0,0,France
425,11/1/2017,3.243885869,35,5,5,1/5/2018,11/17/2017,NA,0,6.906297946,28.04347952,0,1,0,0,Germany
426,3/14/2016,3.143326868,28,4,2,4/8/2016,3/31/2016,NA,1,4.704790737,35.71531303,0,0,0,0,England
427,7/6/2016,1.967666602,16,3,2,7/26/2016,7/28/2016,NA,1,4.297081462,40.07188332,0,0,0,0,France
428,6/12/2010,2.15381376,18,1,3,7/25/2010,6/26/2010,NA,0,1.743584348,20.74603529,0,0,0,0,Germany
429,5/1/2009,0.765388022,9,3,3,7/17/2009,6/5/2009,NA,0,7.30398316,0,0,1,1,0,England
430,3/28/2014,1.402151232,22,0,2,4/25/2014,4/6/2014,NA,0,6.236411569,24.47021635,0,0,1,1,France
431,10/5/2009,3.88050502,35,3,2,11/23/2009,11/14/2009,NA,0,7.608481549,29.46239358,0,0,0,0,Germany
432,1/21/2019,1.270823478,19,1,1,3/1/2019,2/14/2019,NA,0,2.72264361,41.21535646,0,0,1,1,England
433,4/18/2014,0.779355739,7,1,4,7/3/2014,5/19/2014,NA,0,3.639184828,43.26616387,1,0,0,1,France
434,1/26/2012,2.802456807,29,1,3,2/6/2012,2/3/2012,NA,0,9.38654684,25.4304924,0,1,0,0,Germany
435,12/7/2016,2.124862537,22,2,2,1/4/2017,1/3/2017,NA,1,7.151704439,23.67916154,0,1,1,0,England
436,10/5/2018,1.429627351,17,0,2,11/11/2018,10/15/2018,NA,0,8.139529257,0,0,0,1,0,France
437,5/28/2015,2.810727382,28,6,2,7/6/2015,6/11/2015,NA,0,4.06727296,0,1,0,0,0,Germany
438,8/26/2018,4.735661382,44,2,3,10/17/2018,9/14/2018,NA,0,7.797157889,25.26835758,0,0,0,0,England
439,3/31/2009,1.054526855,5,4,7,4/19/2009,4/13/2009,NA,1,3.030384676,0,0,1,1,1,France
440,8/25/2014,0.735485587,5,2,2,9/22/2014,9/18/2014,NA,1,7.175987094,0,0,1,0,0,Germany
441,4/9/2011,2.692306779,23,1,1,6/23/2011,5/29/2011,NA,0,7.657152583,31.28522561,0,0,0,0,England
442,6/26/2013,2.091043817,24,2,4,8/12/2013,7/13/2013,NA,0,4.791480523,0,1,1,0,0,France
443,4/22/2017,0.706017038,5,-1,8,5/26/2017,5/29/2017,NA,1,5.037459613,0,1,0,1,0,Germany
444,4/20/2011,1.975279607,16,2,3,5/12/2011,5/8/2011,NA,1,8.709164931,0,0,0,0,0,England
445,2/5/2016,0.999546871,8,0,3,4/6/2016,3/7/2016,NA,0,5.038098794,0,1,0,0,0,France
446,7/10/2009,3.706513744,34,3,3,8/9/2009,7/25/2009,NA,0,8.430300714,0,0,0,0,0,Germany
447,11/7/2014,0.670298944,4,0,10,11/29/2014,11/29/2014,NA,1,6.749158464,31.37026138,1,0,0,0,England
448,5/30/2013,1.910037003,24,3,3,7/20/2013,6/29/2013,NA,0,5.160842189,0,0,0,1,0,France
449,12/10/2012,1.759646304,14,1,3,12/30/2012,12/18/2012,NA,2,6.544040533,27.68187719,1,0,0,0,Germany
450,10/2/2016,1.739980494,14,2,7,10/27/2016,10/27/2016,NA,1,3.40018855,0,0,0,0,0,England
451,5/25/2015,1.250271468,9,1,7,6/22/2015,6/21/2015,NA,2,4.290770585,22.56791325,0,1,0,0,France
452,12/11/2018,2.756023459,36,4,5,1/29/2019,12/21/2018,NA,0,3.923138161,0,0,0,1,0,Germany
453,5/1/2017,3.751658688,34,1,4,6/16/2017,5/13/2017,NA,0,7.610304088,29.06012132,0,0,0,0,England
454,12/29/2009,1.074195715,9,5,4,1/24/2010,1/21/2010,NA,1,2.175274457,25.33464835,0,1,0,0,France
